CAUSA_DEF,2015,2016,2017,2018,2019,2020,2021,2022,2023
K740,25.0,32.0,44.0,49.0,113.0,68.0,76.0,82.0,92.0
K741,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0
K742,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
K743,116.0,105.0,97.0,103.0,91.0,75.0,83.0,81.0,81.0
K744,7.0,8.0,5.0,6.0,10.0,5.0,8.0,5.0,6.0
K745,47.0,42.0,42.0,48.0,46.0,54.0,60.0,57.0,48.0
K746,14878.0,15669.0,15387.0,15527.0,15979.0,17031.0,17320.0,16624.0,16045.0
K750,310.0,361.0,351.0,362.0,379.0,340.0,397.0,396.0,414.0
K751,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
K752,3.0,6.0,4.0,5.0,6.0,0.0,2.0,5.0,4.0
K753,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0
K754,75.0,116.0,110.0,115.0,127.0,102.0,139.0,144.0,179.0
K758,4.0,7.0,7.0,15.0,10.0,14.0,23.0,17.0,12.0
K759,70.0,88.0,90.0,56.0,60.0,51.0,71.0,72.0,62.0
K760,102.0,134.0,132.0,143.0,162.0,183.0,197.0,179.0,189.0
K761,28.0,18.0,13.0,10.0,15.0,16.0,12.0,17.0,10.0
K762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
K763,1.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,2.0
K764,4.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0
K765,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0
K766,280.0,265.0,217.0,269.0,239.0,235.0,212.0,192.0,180.0
K767,391.0,397.0,484.0,475.0,455.0,421.0,395.0,416.0,367.0
K768,60.0,58.0,39.0,73.0,46.0,62.0,52.0,68.0,65.0
K769,890.0,772.0,728.0,766.0,826.0,810.0,772.0,955.0,1052.0
K800,35.0,78.0,75.0,72.0,95.0,94.0,109.0,129.0,104.0
K801,394.0,384.0,388.0,329.0,379.0,333.0,354.0,358.0,320.0
K802,183.0,214.0,251.0,228.0,211.0,221.0,233.0,225.0,256.0
K803,146.0,172.0,170.0,192.0,215.0,153.0,225.0,232.0,264.0
K804,49.0,59.0,69.0,72.0,65.0,76.0,72.0,79.0,77.0
K805,227.0,205.0,199.0,220.0,222.0,219.0,222.0,184.0,234.0
K808,5.0,3.0,3.0,0.0,2.0,4.0,4.0,4.0,8.0
K810,585.0,625.0,616.0,620.0,635.0,593.0,633.0,642.0,709.0
K811,99.0,125.0,110.0,113.0,123.0,144.0,111.0,115.0,140.0
K818,14.0,4.0,5.0,7.0,8.0,10.0,11.0,13.0,12.0
K819,224.0,95.0,127.0,136.0,155.0,178.0,129.0,157.0,165.0
K820,3.0,5.0,6.0,8.0,5.0,6.0,1.0,6.0,5.0
K821,9.0,48.0,86.0,78.0,76.0,65.0,81.0,86.0,102.0
K822,50.0,47.0,43.0,53.0,52.0,40.0,57.0,65.0,67.0
K823,7.0,16.0,14.0,18.0,10.0,10.0,9.0,16.0,18.0
K828,8.0,6.0,9.0,12.0,4.0,6.0,6.0,20.0,8.0
K829,212.0,237.0,195.0,224.0,216.0,187.0,190.0,223.0,176.0
K830,571.0,663.0,750.0,847.0,959.0,794.0,1072.0,1337.0,1434.0
K831,149.0,178.0,162.0,201.0,153.0,148.0,136.0,154.0,134.0
K832,4.0,0.0,3.0,4.0,11.0,3.0,4.0,6.0,6.0
K833,28.0,32.0,36.0,30.0,21.0,19.0,24.0,29.0,21.0
K834,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
K835,2.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0
K838,10.0,4.0,5.0,7.0,10.0,7.0,14.0,15.0,17.0
K839,37.0,38.0,44.0,35.0,34.0,36.0,40.0,41.0,44.0
K850,4.0,6.0,4.0,10.0,9.0,8.0,9.0,4.0,22.0
K851,143.0,128.0,132.0,166.0,165.0,162.0,163.0,184.0,197.0
K852,173.0,156.0,138.0,194.0,172.0,124.0,145.0,150.0,143.0
K853,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
K858,6.0,34.0,30.0,34.0,40.0,27.0,26.0,38.0,49.0
K859,1728.0,1722.0,1777.0,1802.0,1901.0,1839.0,1937.0,2046.0,1968.0
K860,3.0,12.0,6.0,12.0,8.0,14.0,4.0,13.0,9.0
K861,40.0,45.0,28.0,42.0,46.0,46.0,68.0,47.0,62.0
K862,6.0,9.0,6.0,6.0,9.0,5.0,8.0,5.0,8.0
K863,15.0,18.0,16.0,11.0,9.0,11.0,14.0,15.0,5.0
K868,24.0,24.0,25.0,18.0,32.0,22.0,37.0,29.0,40.0
K869,9.0,9.0,6.0,6.0,10.0,7.0,13.0,8.0,10.0
K900,3.0,8.0,8.0,5.0,2.0,4.0,4.0,5.0,4.0
K901,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
K902,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
K903,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
K904,35.0,54.0,25.0,36.0,33.0,50.0,43.0,43.0,39.0
K908,2.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0
K909,34.0,33.0,41.0,38.0,36.0,31.0,38.0,43.0,34.0
K920,1755.0,3424.0,3482.0,3577.0,3682.0,3572.0,3941.0,4130.0,4321.0
K921,103.0,333.0,383.0,364.0,381.0,406.0,400.0,391.0,321.0
K922,2893.0,1295.0,1398.0,1707.0,2120.0,2319.0,2808.0,2909.0,3162.0
K928,6.0,8.0,10.0,4.0,4.0,11.0,10.0,7.0,8.0
K929,17.0,12.0,11.0,14.0,19.0,18.0,18.0,33.0,24.0
L00X,2.0,4.0,8.0,5.0,4.0,5.0,0.0,7.0,4.0
L010,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0
L011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
L020,16.0,20.0,17.0,18.0,16.0,13.0,9.0,9.0,11.0
L021,58.0,53.0,57.0,56.0,67.0,53.0,77.0,77.0,96.0
L022,66.0,47.0,44.0,50.0,41.0,27.0,43.0,59.0,58.0
L023,30.0,33.0,23.0,33.0,38.0,27.0,44.0,33.0,53.0
L024,24.0,31.0,36.0,31.0,40.0,19.0,37.0,41.0,28.0
L028,3.0,0.0,1.0,2.0,0.0,3.0,6.0,4.0,11.0
L029,35.0,25.0,21.0,40.0,30.0,35.0,52.0,31.0,62.0
L030,0.0,0.0,0.0,0.0,4.0,5.0,2.0,3.0,3.0
L031,132.0,125.0,101.0,139.0,148.0,108.0,127.0,151.0,144.0
L032,4.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,7.0
L033,9.0,15.0,10.0,11.0,12.0,10.0,10.0,15.0,15.0
L038,6.0,3.0,7.0,10.0,7.0,6.0,10.0,11.0,17.0
L039,50.0,51.0,68.0,84.0,101.0,76.0,80.0,85.0,107.0
L040,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
L042,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
L043,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
L048,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
L049,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
L050,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
L059,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
L080,2.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,1.0
L088,40.0,29.0,7.0,13.0,8.0,14.0,8.0,21.0,31.0
L089,846.0,971.0,1006.0,1778.0,1960.0,1489.0,1768.0,2403.0,2793.0
L100,19.0,31.0,33.0,27.0,40.0,36.0,33.0,32.0,35.0
L101,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L102,0.0,2.0,2.0,1.0,3.0,1.0,0.0,6.0,1.0
L104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
L108,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0
L109,25.0,20.0,9.0,9.0,11.0,16.0,9.0,12.0,10.0
L120,1.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,5.0
L123,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0
L128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
L129,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
L139,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
L209,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
L219,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
L239,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
L259,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L26X,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
L270,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0
L279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
L280,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
L303,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
L308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
L309,4.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0
L400,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
L401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
L405,1.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,5.0
L408,0.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0
L409,10.0,6.0,8.0,12.0,9.0,3.0,3.0,8.0,16.0
L439,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L509,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
L511,30.0,30.0,16.0,22.0,25.0,22.0,16.0,27.0,19.0
L512,39.0,29.0,43.0,37.0,50.0,27.0,52.0,57.0,56.0
L518,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
L519,1.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0
L52X,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
L530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L538,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
L539,14.0,5.0,2.0,1.0,4.0,1.0,3.0,2.0,4.0
L552,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
L559,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
L570,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
L609,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
L709,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
L711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
L720,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L721,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
L732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L739,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
L80X,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
L819,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
L850,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
L858,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
L859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
L88X,3.0,2.0,1.0,2.0,4.0,3.0,2.0,6.0,5.0
L890,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
L891,0.0,2.0,2.0,2.0,10.0,4.0,6.0,6.0,7.0
L892,2.0,7.0,10.0,19.0,18.0,19.0,37.0,41.0,37.0
L893,5.0,36.0,43.0,74.0,90.0,88.0,142.0,205.0,166.0
L899,717.0,992.0,822.0,877.0,807.0,714.0,740.0,744.0,734.0
L905,57.0,13.0,3.0,3.0,4.0,3.0,1.0,2.0,0.0
L908,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
L909,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
L921,6.0,0.0,2.0,1.0,6.0,0.0,2.0,0.0,0.0
L922,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
L928,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
L929,4.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0
L930,21.0,29.0,21.0,25.0,32.0,42.0,27.0,16.0,28.0
L931,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
L932,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
L941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
L945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
L951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L958,0.0,1.0,2.0,1.0,5.0,1.0,1.0,0.0,2.0
L959,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0
L97X,36.0,43.0,30.0,39.0,39.0,33.0,42.0,41.0,41.0
L980,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
L982,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L983,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
L984,506.0,148.0,425.0,425.0,416.0,294.0,349.0,426.0,556.0
L986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
L987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
L988,5.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,6.0
L989,8.0,6.0,3.0,5.0,4.0,1.0,6.0,5.0,5.0
M000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
M009,113.0,142.0,125.0,121.0,149.0,105.0,137.0,139.0,155.0
M023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
M028,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
M050,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0
M051,2.0,8.0,4.0,6.0,4.0,6.0,1.0,4.0,4.0
M052,4.0,5.0,9.0,10.0,10.0,7.0,11.0,11.0,13.0
M053,20.0,13.0,14.0,3.0,10.0,20.0,21.0,15.0,19.0
M059,2.0,5.0,2.0,9.0,7.0,2.0,1.0,8.0,4.0
M060,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0
M061,4.0,5.0,4.0,8.0,1.0,2.0,0.0,1.0,3.0
M062,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
M068,13.0,4.0,7.0,7.0,6.0,5.0,10.0,7.0,5.0
M069,1242.0,1322.0,1360.0,1377.0,1447.0,1578.0,1567.0,1515.0,1367.0
M080,3.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0
M081,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
M088,0.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0
M089,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0
M100,44.0,34.0,36.0,46.0,27.0,48.0,24.0,29.0,31.0
M101,0.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0
M103,0.0,3.0,5.0,5.0,2.0,9.0,3.0,2.0,0.0
M109,22.0,22.0,23.0,16.0,23.0,36.0,15.0,14.0,24.0
M119,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0
M122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
M128,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0
M130,6.0,6.0,3.0,6.0,2.0,6.0,3.0,3.0,1.0
M131,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M138,0.0,1.0,2.0,4.0,3.0,2.0,0.0,6.0,1.0
M139,79.0,65.0,63.0,66.0,67.0,56.0,64.0,63.0,53.0
M150,0.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0
M151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
M153,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
M154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
M158,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
M159,6.0,3.0,5.0,5.0,3.0,14.0,7.0,0.0,7.0
M160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
M161,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
M162,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
M163,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
M165,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
M167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
M169,13.0,14.0,18.0,19.0,21.0,20.0,23.0,29.0,15.0
M170,2.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0
M171,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
M172,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
M174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
M175,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0
M179,37.0,27.0,38.0,36.0,42.0,53.0,40.0,40.0,41.0
M185,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
M190,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
M191,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
M192,7.0,0.0,0.0,7.0,7.0,4.0,4.0,4.0,3.0
M198,5.0,4.0,3.0,2.0,1.0,2.0,4.0,9.0,4.0
M199,254.0,220.0,205.0,169.0,157.0,149.0,151.0,130.0,89.0
M206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
M215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
M218,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
M229,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M239,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,7.0
M241,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
M246,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0
M247,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
M249,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
M250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
M255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
M256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
M258,1.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,0.0
M259,79.0,55.0,39.0,59.0,43.0,45.0,56.0,46.0,44.0
M300,8.0,6.0,4.0,6.0,6.0,2.0,2.0,4.0,2.0
M301,3.0,5.0,3.0,4.0,4.0,2.0,5.0,5.0,4.0
M303,5.0,3.0,6.0,3.0,5.0,6.0,2.0,4.0,4.0
M308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
M310,7.0,4.0,5.0,9.0,6.0,5.0,7.0,4.0,1.0
M311,41.0,25.0,44.0,21.0,44.0,42.0,30.0,31.0,35.0
M312,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
M313,22.0,35.0,38.0,39.0,49.0,38.0,24.0,40.0,28.0
M314,10.0,7.0,6.0,5.0,11.0,7.0,4.0,8.0,9.0
M316,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
M317,4.0,10.0,6.0,7.0,4.0,1.0,2.0,6.0,14.0
M318,4.0,1.0,0.0,1.0,5.0,3.0,4.0,3.0,3.0
M319,1.0,3.0,2.0,4.0,6.0,2.0,2.0,3.0,4.0
M320,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
M321,642.0,669.0,664.0,161.0,161.0,169.0,166.0,150.0,172.0
M328,0.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0
M329,139.0,137.0,138.0,669.0,706.0,692.0,653.0,661.0,664.0
M330,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0
M331,51.0,46.0,40.0,53.0,44.0,40.0,33.0,54.0,43.0
M332,19.0,24.0,21.0,18.0,33.0,29.0,17.0,27.0,19.0
M339,3.0,9.0,7.0,6.0,10.0,11.0,7.0,4.0,11.0
M340,11.0,24.0,19.0,23.0,20.0,21.0,21.0,17.0,26.0
M341,11.0,10.0,11.0,4.0,7.0,10.0,9.0,9.0,9.0
M342,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
M348,96.0,127.0,96.0,116.0,134.0,101.0,128.0,155.0,144.0
M349,63.0,94.0,82.0,102.0,92.0,89.0,90.0,103.0,98.0
M350,22.0,21.0,25.0,29.0,30.0,36.0,33.0,47.0,45.0
M351,16.0,17.0,19.0,11.0,10.0,10.0,8.0,11.0,13.0
M352,1.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,1.0
M353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
M355,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
M357,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
M358,2.0,2.0,4.0,7.0,2.0,11.0,8.0,8.0,4.0
M359,19.0,25.0,44.0,108.0,80.0,112.0,134.0,128.0,117.0
M400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M402,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
M405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M411,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
M412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
M413,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
M414,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
M415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
M419,5.0,6.0,2.0,3.0,7.0,4.0,5.0,0.0,3.0
M430,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0
M431,4.0,4.0,7.0,6.0,12.0,6.0,8.0,9.0,7.0
M432,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0
M433,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
M434,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
M438,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
M452,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
M456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
M459,0.0,0.0,0.0,0.0,19.0,12.0,20.0,25.0,16.0
M45X,12.0,21.0,23.0,21.0,0.0,3.0,0.0,0.0,0.0
M460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
M461,1.0,1.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0
M462,7.0,10.0,11.0,10.0,12.0,5.0,12.0,6.0,15.0
M463,0.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,2.0
M464,5.0,17.0,20.0,12.0,30.0,17.0,17.0,17.0,33.0
M465,3.0,5.0,0.0,2.0,7.0,2.0,3.0,5.0,7.0
M468,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
M469,9.0,1.0,2.0,3.0,4.0,1.0,8.0,3.0,2.0
M470,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
M471,13.0,7.0,11.0,17.0,16.0,6.0,6.0,9.0,16.0
M472,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
M478,1.0,5.0,6.0,4.0,8.0,8.0,7.0,5.0,7.0
M479,16.0,5.0,12.0,12.0,13.0,14.0,15.0,13.0,12.0
M480,3.0,10.0,10.0,7.0,8.0,10.0,13.0,6.0,5.0
M481,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
M483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
M484,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
M485,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,3.0
M488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
M489,10.0,11.0,9.0,11.0,14.0,9.0,10.0,6.0,11.0
M500,3.0,2.0,4.0,2.0,6.0,11.0,6.0,7.0,8.0
M501,1.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,2.0
M502,4.0,5.0,4.0,4.0,9.0,6.0,4.0,10.0,6.0
M503,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
M508,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0
M509,0.0,5.0,2.0,4.0,6.0,0.0,4.0,1.0,2.0
M510,4.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,3.0
M511,1.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,3.0
M512,21.0,14.0,26.0,22.0,24.0,22.0,31.0,15.0,23.0
M513,0.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0
M518,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0
M519,6.0,2.0,3.0,2.0,1.0,2.0,2.0,5.0,4.0
M531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
M532,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
M533,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0
M538,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
M539,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0
M541,8.0,6.0,7.0,5.0,4.0,1.0,7.0,5.0,8.0
M542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
M543,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
M544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
M545,7.0,3.0,2.0,5.0,6.0,3.0,4.0,2.0,6.0
M546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M548,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
M549,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
M600,19.0,4.0,5.0,11.0,11.0,11.0,23.0,25.0,27.0
M602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
