CAUSA_DEF,2015,2016,2017,2018,2019,2020,2021,2022,2023
E142,9441.0,9869.0,9725.0,6266.0,6398.0,7237.0,6070.0,4803.0,4222.0
E143,10.0,14.0,17.0,3.0,5.0,8.0,4.0,3.0,2.0
E144,57.0,40.0,50.0,21.0,25.0,29.0,28.0,31.0,25.0
E145,864.0,780.0,778.0,356.0,362.0,347.0,340.0,322.0,287.0
E146,376.0,405.0,396.0,9454.0,9405.0,14598.0,12715.0,9912.0,9456.0
E147,2141.0,2248.0,2156.0,5714.0,5794.0,6657.0,5460.0,4661.0,4394.0
E148,0.0,37.0,50.0,44.0,74.0,104.0,77.0,88.0,40.0
E149,14335.0,14102.0,13854.0,3462.0,3462.0,4651.0,4226.0,3173.0,2814.0
E15X,22.0,19.0,14.0,7.0,17.0,22.0,20.0,18.0,23.0
E160,0.0,0.0,3.0,2.0,3.0,6.0,2.0,5.0,5.0
E161,15.0,11.0,25.0,18.0,15.0,10.0,12.0,20.0,21.0
E162,275.0,321.0,337.0,291.0,294.0,282.0,298.0,315.0,316.0
E164,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0
E168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
E169,0.0,1.0,0.0,3.0,1.0,6.0,4.0,2.0,6.0
E201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E209,2.0,3.0,1.0,2.0,0.0,5.0,0.0,6.0,4.0
E210,0.0,0.0,2.0,1.0,2.0,5.0,3.0,1.0,3.0
E211,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
E212,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E213,2.0,1.0,3.0,9.0,1.0,4.0,5.0,5.0,7.0
E214,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
E220,6.0,5.0,5.0,6.0,8.0,6.0,13.0,5.0,3.0
E221,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
E222,0.0,2.0,6.0,6.0,0.0,3.0,5.0,5.0,2.0
E230,24.0,23.0,23.0,10.0,22.0,8.0,6.0,22.0,19.0
E231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E232,10.0,18.0,21.0,6.0,17.0,14.0,15.0,17.0,13.0
E233,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0
E236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
E237,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0
E240,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
E241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E242,1.0,3.0,3.0,8.0,7.0,4.0,8.0,6.0,6.0
E248,0.0,3.0,2.0,2.0,3.0,0.0,0.0,5.0,4.0
E249,64.0,51.0,48.0,49.0,61.0,63.0,62.0,61.0,76.0
E250,9.0,10.0,22.0,7.0,8.0,12.0,7.0,14.0,12.0
E259,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
E260,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
E261,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E268,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0
E269,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E270,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E271,19.0,26.0,34.0,37.0,26.0,25.0,29.0,35.0,27.0
E272,0.0,3.0,4.0,4.0,9.0,2.0,11.0,9.0,7.0
E273,0.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0
E274,34.0,38.0,26.0,38.0,31.0,31.0,30.0,48.0,46.0
E275,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
E278,6.0,1.0,7.0,2.0,1.0,1.0,2.0,3.0,1.0
E279,3.0,1.0,0.0,2.0,2.0,2.0,4.0,7.0,2.0
E282,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0
E283,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E310,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
E319,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E340,12.0,6.0,6.0,7.0,8.0,59.0,18.0,27.0,12.0
E343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E348,21.0,9.0,2.0,8.0,7.0,12.0,9.0,5.0,7.0
E349,0.0,3.0,1.0,4.0,1.0,2.0,2.0,5.0,3.0
E40X,40.0,1.0,15.0,3.0,9.0,11.0,1.0,4.0,3.0
E41X,108.0,58.0,51.0,43.0,58.0,61.0,39.0,43.0,39.0
E42X,6.0,1.0,9.0,5.0,3.0,5.0,2.0,1.0,2.0
E43X,3364.0,3573.0,3493.0,3436.0,3364.0,3467.0,3254.0,2840.0,2528.0
E440,611.0,568.0,547.0,451.0,433.0,493.0,472.0,406.0,324.0
E441,90.0,93.0,69.0,65.0,65.0,87.0,103.0,115.0,93.0
E45X,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
E46X,2817.0,3040.0,2922.0,2712.0,2663.0,2913.0,3012.0,2874.0,2611.0
E512,7.0,9.0,6.0,9.0,6.0,9.0,4.0,4.0,8.0
E52X,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
E530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E531,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E539,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
E550,6.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0
E559,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
E561,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
E569,16.0,20.0,16.0,17.0,26.0,39.0,71.0,91.0,46.0
E610,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E611,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
E612,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
E615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E631,0.0,1.0,1.0,3.0,2.0,0.0,2.0,5.0,5.0
E638,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0
E639,6.0,19.0,19.0,19.0,17.0,20.0,65.0,66.0,56.0
E640,0.0,1.0,5.0,251.0,300.0,259.0,309.0,229.0,223.0
E643,0.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,0.0
E648,0.0,0.0,0.0,4.0,0.0,2.0,5.0,2.0,0.0
E649,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,4.0
E660,169.0,146.0,144.0,146.0,113.0,232.0,200.0,107.0,99.0
E661,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E662,62.0,69.0,70.0,64.0,67.0,51.0,49.0,41.0,54.0
E668,524.0,614.0,669.0,723.0,706.0,1677.0,1450.0,873.0,798.0
E669,488.0,477.0,451.0,365.0,374.0,988.0,929.0,638.0,532.0
E670,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E671,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
E700,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E701,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
E702,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
E703,1.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0
E708,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E709,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
E710,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0
E711,2.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,5.0
E712,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E713,8.0,8.0,5.0,9.0,6.0,6.0,7.0,9.0,9.0
E720,2.0,3.0,6.0,4.0,5.0,1.0,0.0,3.0,2.0
E721,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0
E722,11.0,5.0,4.0,10.0,20.0,14.0,24.0,44.0,27.0
E723,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
E725,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0
E728,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0
E729,0.0,0.0,2.0,1.0,0.0,3.0,4.0,1.0,5.0
E730,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
E739,1.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0
E740,5.0,5.0,9.0,4.0,5.0,2.0,6.0,3.0,6.0
E741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E742,0.0,1.0,0.0,6.0,3.0,1.0,3.0,1.0,2.0
E743,0.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0
E748,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
E749,2.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0
E750,3.0,3.0,1.0,2.0,0.0,1.0,2.0,3.0,4.0
E751,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0
E752,19.0,23.0,28.0,30.0,20.0,21.0,28.0,14.0,23.0
E753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
E754,2.0,1.0,2.0,3.0,4.0,1.0,3.0,0.0,2.0
E755,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
E756,1.0,0.0,3.0,4.0,0.0,4.0,3.0,6.0,2.0
E760,1.0,3.0,2.0,4.0,2.0,1.0,2.0,5.0,1.0
E761,7.0,4.0,5.0,4.0,2.0,6.0,2.0,5.0,7.0
E762,4.0,1.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0
E763,7.0,4.0,6.0,11.0,0.0,3.0,3.0,4.0,6.0
E768,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E770,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0
E771,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E778,3.0,5.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0
E779,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E780,334.0,370.0,376.0,342.0,354.0,693.0,816.0,414.0,276.0
E781,61.0,70.0,43.0,43.0,68.0,91.0,72.0,76.0,66.0
E782,56.0,92.0,57.0,53.0,56.0,95.0,92.0,84.0,67.0
E783,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E784,3.0,3.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0
E785,915.0,891.0,871.0,774.0,799.0,1275.0,1350.0,906.0,808.0
E786,5.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,0.0
E788,2.0,8.0,137.0,137.0,142.0,217.0,221.0,190.0,154.0
E789,12.0,40.0,3.0,15.0,14.0,13.0,17.0,10.0,8.0
E790,52.0,46.0,64.0,57.0,51.0,75.0,61.0,52.0,42.0
E791,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E799,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,3.0
E802,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0
E804,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
E805,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
E806,2.0,7.0,10.0,11.0,13.0,13.0,16.0,33.0,32.0
E807,0.0,2.0,3.0,3.0,3.0,1.0,2.0,5.0,3.0
E830,4.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0
E831,6.0,6.0,7.0,7.0,6.0,2.0,5.0,5.0,3.0
E832,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E833,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0
E834,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0
E835,22.0,22.0,29.0,22.0,31.0,37.0,29.0,32.0,43.0
E838,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E839,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
E840,64.0,71.0,93.0,74.0,77.0,94.0,70.0,75.0,63.0
E841,6.0,2.0,5.0,5.0,2.0,5.0,4.0,3.0,5.0
E848,55.0,56.0,47.0,51.0,64.0,57.0,61.0,64.0,62.0
E849,21.0,18.0,16.0,24.0,17.0,17.0,34.0,21.0,24.0
E850,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
E851,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E852,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0
E853,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E854,24.0,14.0,21.0,23.0,25.0,20.0,14.0,21.0,20.0
E858,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0
E859,10.0,11.0,22.0,20.0,19.0,25.0,23.0,21.0,27.0
E86X,770.0,754.0,802.0,746.0,701.0,910.0,839.0,784.0,760.0
E870,245.0,228.0,199.0,255.0,234.0,212.0,233.0,254.0,285.0
E871,102.0,102.0,121.0,115.0,134.0,118.0,173.0,181.0,175.0
E872,1318.0,1427.0,1487.0,1490.0,1524.0,1396.0,1501.0,1918.0,2335.0
E873,20.0,13.0,24.0,16.0,22.0,22.0,25.0,23.0,37.0
E874,92.0,84.0,69.0,80.0,73.0,78.0,99.0,102.0,62.0
E875,135.0,122.0,158.0,187.0,195.0,161.0,195.0,251.0,293.0
E876,86.0,89.0,91.0,87.0,97.0,77.0,92.0,90.0,98.0
E877,3.0,1.0,6.0,4.0,5.0,8.0,14.0,11.0,22.0
E878,1320.0,1261.0,1190.0,1133.0,1141.0,1269.0,1486.0,1497.0,1472.0
E880,6.0,4.0,6.0,6.0,6.0,5.0,4.0,4.0,11.0
E881,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
E882,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
E883,28.0,31.0,30.0,34.0,31.0,35.0,45.0,59.0,54.0
E888,7.0,5.0,6.0,8.0,7.0,89.0,143.0,98.0,113.0
E889,485.0,517.0,460.0,431.0,411.0,449.0,424.0,326.0,327.0
F010,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
F011,6.0,13.0,20.0,24.0,30.0,19.0,14.0,21.0,16.0
F012,2.0,4.0,2.0,4.0,4.0,2.0,2.0,5.0,2.0
F013,2.0,4.0,5.0,9.0,15.0,13.0,14.0,17.0,16.0
F018,2.0,2.0,4.0,3.0,1.0,3.0,2.0,6.0,3.0
F019,195.0,219.0,205.0,250.0,298.0,279.0,271.0,282.0,363.0
F03X,1204.0,1114.0,909.0,1045.0,1222.0,1239.0,1369.0,1372.0,1480.0
F050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
F051,4.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0
F058,10.0,8.0,4.0,7.0,7.0,7.0,7.0,8.0,7.0
F059,43.0,27.0,20.0,49.0,50.0,48.0,49.0,53.0,44.0
F061,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
F062,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F063,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
F065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F067,7.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0
F068,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
F069,16.0,21.0,12.0,23.0,20.0,15.0,22.0,19.0,19.0
F070,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
F072,3.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0
F079,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
F09X,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
F101,28.0,14.0,6.0,1.0,1.0,3.0,10.0,3.0,8.0
F102,3167.0,2366.0,2317.0,2395.0,2322.0,2421.0,2393.0,2164.0,2018.0
F103,62.0,83.0,78.0,86.0,89.0,61.0,89.0,59.0,66.0
F104,13.0,14.0,11.0,7.0,10.0,15.0,12.0,12.0,8.0
F105,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F106,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0
F107,2.0,1.0,8.0,3.0,3.0,6.0,6.0,5.0,4.0
F108,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
F109,10.0,0.0,1.0,4.0,2.0,0.0,2.0,4.0,4.0
F111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F112,4.0,7.0,9.0,16.0,10.0,28.0,17.0,4.0,6.0
F113,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0
F119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F121,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F122,0.0,0.0,2.0,1.0,0.0,7.0,2.0,0.0,2.0
F129,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
F132,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0
F135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F139,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
F141,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0
F142,8.0,3.0,4.0,7.0,6.0,5.0,8.0,5.0,5.0
F143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
F149,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
F151,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0
F152,5.0,4.0,7.0,10.0,11.0,17.0,23.0,28.0,21.0
F153,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
F155,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
F156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
F159,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
F161,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F162,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
F167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F169,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
F171,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
F172,23.0,21.0,26.0,29.0,20.0,39.0,40.0,21.0,30.0
F179,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
F181,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0
F182,18.0,12.0,15.0,18.0,23.0,19.0,15.0,10.0,13.0
F189,3.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0
F191,2.0,4.0,6.0,3.0,5.0,13.0,10.0,28.0,12.0
F192,46.0,67.0,82.0,117.0,145.0,225.0,245.0,347.0,327.0
F193,1.0,10.0,14.0,14.0,20.0,30.0,31.0,27.0,25.0
F194,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
F195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F197,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
F198,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F199,6.0,0.0,3.0,5.0,4.0,3.0,5.0,5.0,2.0
F200,10.0,14.0,17.0,19.0,14.0,19.0,23.0,22.0,24.0
F201,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
F202,1.0,1.0,2.0,5.0,3.0,3.0,4.0,2.0,3.0
F203,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
F204,2.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0
F205,1.0,6.0,1.0,3.0,0.0,3.0,8.0,5.0,1.0
F206,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
F208,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0
F209,93.0,93.0,118.0,125.0,105.0,144.0,112.0,126.0,144.0
F220,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
F229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
F239,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0
F250,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F251,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
F259,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0
F29X,7.0,0.0,1.0,4.0,2.0,5.0,2.0,6.0,1.0
F308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
F318,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F319,6.0,10.0,6.0,6.0,9.0,14.0,6.0,6.0,14.0
F320,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
F321,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
F322,62.0,70.0,95.0,113.0,108.0,193.0,165.0,135.0,102.0
F323,2.0,3.0,1.0,2.0,0.0,4.0,12.0,2.0,2.0
F328,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0
F329,117.0,62.0,59.0,74.0,42.0,98.0,137.0,124.0,108.0
F332,3.0,4.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0
F339,1.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0
F341,3.0,1.0,0.0,2.0,2.0,0.0,5.0,3.0,1.0
F349,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
F410,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0
F411,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0
F412,5.0,6.0,11.0,11.0,12.0,21.0,33.0,14.0,18.0
F419,0.0,2.0,5.0,2.0,3.0,9.0,11.0,12.0,7.0
F429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
F430,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
F431,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
F432,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
F438,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F439,6.0,3.0,3.0,6.0,6.0,6.0,7.0,2.0,8.0
F444,1.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,4.0
F445,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0
F448,5.0,5.0,1.0,3.0,5.0,8.0,9.0,5.0,4.0
F449,1.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0
F458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
F480,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F489,1.0,2.0,3.0,4.0,1.0,4.0,2.0,1.0,2.0
F500,10.0,8.0,5.0,5.0,4.0,5.0,7.0,8.0,3.0
F502,3.0,2.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0
F508,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
F509,0.0,1.0,0.0,2.0,3.0,1.0,3.0,2.0,1.0
F530,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F54X,5.0,5.0,2.0,1.0,2.0,3.0,0.0,1.0,6.0
F55X,4.0,2.0,0.0,1.0,6.0,6.0,0.0,1.0,3.0
F605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
F649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
F69X,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
F709,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
F719,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0
F720,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F728,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F729,2.0,4.0,6.0,6.0,5.0,4.0,7.0,9.0,5.0
F739,1.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0
F789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
F790,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F791,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F799,8.0,19.0,7.0,13.0,9.0,10.0,17.0,17.0,14.0
F803,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F812,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
F819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F82X,29.0,4.0,3.0,3.0,9.0,8.0,6.0,7.0,7.0
F83X,16.0,41.0,46.0,54.0,39.0,41.0,33.0,44.0,47.0
F840,0.0,1.0,0.0,0.0,2.0,3.0,10.0,13.0,11.0
F841,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
F842,1.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,6.0
F844,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F848,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F849,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
F88X,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0
F89X,2.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,4.0
F900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F989,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F99X,1.0,0.0,3.0,0.0,2.0,0.0,2.0,3.0,2.0
G000,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0
G001,6.0,2.0,1.0,7.0,4.0,3.0,3.0,0.0,7.0
G002,3.0,1.0,4.0,4.0,3.0,2.0,0.0,3.0,6.0
G003,3.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0
G008,0.0,2.0,3.0,5.0,5.0,2.0,5.0,6.0,2.0
G009,179.0,199.0,212.0,222.0,224.0,189.0,203.0,230.0,208.0
G030,4.0,10.0,9.0,11.0,7.0,8.0,3.0,6.0,5.0
G031,8.0,3.0,2.0,6.0,6.0,7.0,8.0,10.0,7.0
